class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
0,133547.0,26.0,615.0,0.0,2.0,2482.0,-0.12,0.07,0.17,-0.01,-0.01,0.08,312.94,35.69,84.06,5.6,-7.83,0.99,6,2114
0,133768.0,31.0,17.0,0.0,0.0,1723.0,0.2,0.1,0.07,-0.06,0.01,-0.22,314.5,36.81,84.75,6.09,-7.71,0.79,6,2114
0,133986.0,27.0,8.0,0.0,1.0,2206.0,1.0,0.19,-0.03,0.02,0.01,-0.01,316.75,37.88,83.75,7.04,-7.49,0.8,6,2114
0,134203.0,29.0,9.0,0.0,5.0,2239.0,0.22,0.05,0.08,0.03,0.02,0.52,314.56,35.81,83.44,6.35,-7.81,0.98,6,2114
0,134418.0,26.0,7.0,0.0,1.0,2381.0,0.0,0.02,0.25,-0.01,0.03,0.57,307.69,28.69,83.56,4.72,-8.51,1.21,6,2114
0,134638.0,27.0,29.0,0.0,2.0,2519.0,-0.23,-0.29,0.08,-0.01,0.04,0.6,302.0,22.69,83.87,3.5,-9.31,1.04,6,2114
0,134856.0,25.0,7.0,0.0,1.0,2515.0,-0.33,-0.04,0.19,0.04,-0.02,0.14,296.5,18.19,83.87,2.72,-9.3,1.18,6,2114
0,135078.0,25.0,9.0,0.0,2.0,2365.0,-0.08,0.21,0.02,-0.04,-0.05,-0.58,301.0,23.0,84.06,3.8,-8.74,0.94,6,2114
0,135296.0,26.0,9.0,0.0,2.0,2165.0,-0.55,0.14,0.04,-0.05,-0.08,-1.13,310.81,33.31,84.12,6.7,-7.7,0.66,6,2114
0,135512.0,33.0,18.0,0.0,0.0,1573.0,-0.93,0.19,0.11,-0.03,-0.04,-1.12,324.06,46.94,83.87,6.78,-6.33,0.84,6,2114
0,135734.0,41.0,17.0,0.0,0.0,1541.0,0.09,0.09,-0.04,-0.04,0.02,-1.14,339.37,61.75,82.0,8.73,-4.49,0.59,6,2114
0,135951.0,27.0,0.0,0.0,0.0,1261.0,-0.49,0.13,0.01,-0.09,0.06,-0.87,352.0,73.06,75.06,8.88,-2.62,0.74,6,2114
0,136173.0,30.0,17.0,0.0,0.0,1214.0,1.15,-0.07,-0.29,0.02,0.07,-0.21,358.94,78.62,62.5,10.44,-1.73,0.62,6,2114
0,136391.0,26.0,0.0,0.0,1.0,1724.0,0.68,-0.05,0.0,0.01,-0.03,0.62,355.87,75.94,67.12,10.19,-2.24,0.92,6,2114
0,136606.0,28.0,12.0,1.0,0.0,1836.0,0.22,0.14,-0.03,0.03,0.01,1.0,345.25,66.06,76.56,9.15,-3.8,0.88,6,2114
0,136826.0,27.0,12.0,0.0,1.0,1991.0,0.65,0.14,-0.09,-0.0,-0.0,1.02,333.37,54.56,80.5,8.36,-5.51,0.93,6,2114
0,137044.0,29.0,13.0,0.0,5.0,2167.0,-1.02,0.08,0.2,0.02,0.04,1.12,320.19,41.31,82.44,5.45,-7.21,1.16,6,2114
0,137261.0,28.0,9.0,0.0,1.0,2348.0,-1.0,0.12,0.1,-0.02,0.03,0.84,309.69,30.69,83.19,3.93,-8.28,1.09,6,2114
0,137485.0,31.0,25.0,0.0,0.0,2501.0,-0.66,0.02,0.05,-0.01,0.07,0.64,300.81,21.31,83.56,2.9,-9.05,1.06,6,2114
0,137703.0,35.0,19.0,0.0,0.0,2069.0,-0.89,0.04,0.0,-0.04,0.0,0.06,296.87,17.0,83.69,1.98,-9.27,1.02,6,2114
0,137922.0,26.0,0.0,0.0,1.0,2462.0,0.04,0.0,0.16,-0.01,-0.07,-0.38,297.62,18.75,83.81,3.23,-9.21,1.15,6,2114
0,138144.0,27.0,8.0,0.0,1.0,2255.0,0.74,0.08,0.38,-0.01,-0.04,-0.97,305.06,26.81,83.69,5.17,-8.61,1.34,6,2114
