class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
0,420500.0,29.0,11.0,0.0,0.0,2703.0,0.4,-0.2,-0.02,0.04,0.09,-0.22,311.87,23.25,83.12,4.28,-9.14,1.04,12,4360
0,420719.0,25.0,9.0,0.0,7.0,2751.0,-0.37,0.0,0.13,-0.07,-0.08,-0.41,314.81,26.25,82.75,3.96,-8.71,1.24,12,4360
0,420940.0,25.0,9.0,7.0,0.0,2591.0,-0.42,0.4,0.66,-0.12,-0.12,-0.88,322.31,34.06,83.75,5.07,-7.66,1.54,12,4360
0,421156.0,31.0,14.0,0.0,10.0,1673.0,0.16,0.24,-0.14,-0.05,-0.09,-0.87,332.06,44.06,84.19,6.15,-6.89,0.61,12,4360
0,421374.0,31.0,17.0,0.0,2.0,1532.0,-0.52,0.06,-0.02,-0.01,0.02,-0.85,342.56,54.75,83.37,9.08,-5.19,0.72,12,4360
0,421593.0,29.0,13.0,0.0,5.0,1375.0,2.13,0.3,-0.09,-0.01,0.02,-0.96,353.94,65.56,79.94,11.06,-3.68,0.61,12,4360
0,421810.0,35.0,19.0,0.0,0.0,1271.0,2.01,0.14,-0.37,0.03,0.05,-0.62,2.75,74.19,74.56,11.46,-2.36,0.33,12,4360
0,422031.0,25.0,11.0,0.0,0.0,1163.0,0.8,-0.15,-0.31,-0.04,-0.14,-0.45,9.44,80.75,68.62,10.48,-1.62,0.25,12,4360
0,422250.0,27.0,10.0,0.0,3.0,1162.0,1.32,0.38,-0.2,0.15,0.23,0.42,11.69,83.19,6.31,11.05,-0.73,0.24,12,4360
0,422464.0,25.0,4.0,0.0,3.0,1787.0,1.17,0.0,0.0,0.08,-0.14,0.85,3.62,76.81,76.75,10.56,-2.35,0.57,12,4360
0,422685.0,22.0,0.0,0.0,5.0,2014.0,0.46,0.39,0.16,0.13,-0.15,1.28,347.31,62.56,84.31,8.47,-4.57,0.32,12,4360
0,422902.0,38.0,28.0,2.0,1.0,1598.0,-0.14,0.2,-0.01,0.01,-0.01,1.29,331.31,47.63,85.25,7.01,-6.47,0.52,12,4360
