class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
0,134337.0,40.0,17.0,1.0,1.0,1493.0,0.74,0.22,0.02,-0.0,0.0,0.03,355.56,52.31,81.12,6.36,-6.12,0.86,12,4021
0,134556.0,31.0,17.0,1.0,1.0,1592.0,0.3,-0.13,0.18,-0.02,0.29,0.27,353.56,50.06,80.44,7.83,-6.33,1.22,12,4021
0,134776.0,36.0,19.0,5.0,2.0,1661.0,0.16,0.08,-0.15,0.07,0.08,0.44,351.87,47.31,79.19,7.37,-6.44,1.08,12,4021
0,134994.0,36.0,19.0,1.0,1.0,1817.0,-1.5,0.42,0.54,0.15,0.09,1.1,341.19,37.0,79.5,4.31,-7.33,1.98,12,4021
0,135211.0,27.0,24.0,0.0,2.0,1946.0,-0.6,0.24,0.06,0.06,0.07,0.7,331.0,26.56,79.25,3.74,-8.39,1.7,12,4021
0,135428.0,27.0,15.0,1.0,2.0,2460.0,-0.24,0.2,0.27,0.04,0.01,0.37,324.62,20.0,78.87,3.11,-8.83,2.04,12,4021
0,135643.0,21.0,9.0,0.0,0.0,2147.0,0.02,0.22,0.26,0.02,-0.07,-0.06,322.37,17.94,78.56,3.06,-8.91,2.1,12,4021
0,135860.0,27.0,10.0,0.0,1.0,2323.0,0.23,0.0,0.01,-0.08,-0.06,-0.72,326.44,22.69,79.19,2.63,-8.92,1.61,12,4021
0,136079.0,34.0,16.0,1.0,1.0,1755.0,1.1,0.06,0.0,-0.13,-0.14,-1.25,338.69,35.56,79.81,6.82,-7.78,1.41,12,4021
0,136295.0,31.0,21.0,1.0,1.0,1615.0,-0.62,0.11,0.44,-0.06,0.01,-0.81,351.12,46.69,78.56,6.56,-6.41,1.76,12,4021
0,136513.0,35.0,19.0,1.0,1.0,1470.0,-0.82,0.11,0.35,-0.02,0.08,-0.75,2.87,57.69,77.56,7.5,-4.93,1.48,12,4021
0,136733.0,35.0,17.0,1.0,2.0,1325.0,-0.24,0.0,0.21,-0.0,0.03,-0.75,13.88,68.12,74.37,9.22,-3.48,0.96,12,4021
0,136955.0,35.0,9.0,0.0,0.0,1208.0,0.0,-0.07,0.4,0.04,0.02,-0.77,22.25,76.12,66.44,9.53,-2.14,1.34,12,4021
0,137180.0,21.0,9.0,0.0,1.0,1571.0,0.14,-0.25,0.37,0.02,0.06,-0.1,29.5,82.69,48.81,9.87,-1.19,1.19,12,4021
0,137398.0,29.0,10.0,0.0,2.0,1642.0,0.0,-0.25,0.02,0.03,0.06,0.71,24.12,77.75,64.25,9.56,-2.19,0.93,12,4021
0,137622.0,25.0,9.0,1.0,4.0,1771.0,-0.7,-0.28,0.11,-0.0,-0.01,0.72,14.5,68.69,74.0,8.42,-3.7,1.09,12,4021
