class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
0,253920.0,17.0,1077.0,0.0,0.0,2069.0,0.24,-0.18,-0.07,-0.0,-0.01,-0.27,348.81,50.06,70.25,7.77,-6.09,2.04,14,4771
0,254141.0,25.0,1300.0,0.0,1.0,2057.0,-0.67,0.02,0.07,-0.06,0.01,-0.32,351.12,52.13,69.44,7.06,-5.65,1.98,14,4771
0,254360.0,7.0,0.0,0.0,0.0,1741.0,-0.54,0.07,-0.14,0.12,0.13,-1.4,2.81,62.19,60.63,8.11,-3.76,2.21,14,4771
0,254583.0,31.0,10.0,7.0,18.0,1867.0,1.48,-0.29,0.23,0.09,0.1,-0.22,12.88,68.81,35.81,10.62,-2.34,3.11,14,4771
0,254800.0,33.0,11.0,0.0,0.0,1882.0,0.11,-0.37,-0.12,-0.11,-0.01,0.91,7.69,64.94,46.69,9.0,-3.39,2.71,14,4771
0,255016.0,35.0,17.0,2.0,0.0,1612.0,-0.62,-0.34,-0.04,-0.03,-0.03,1.16,355.25,54.75,60.94,7.38,-5.28,2.7,14,4771
0,255238.0,17.0,6.0,0.0,4.0,2236.0,-0.01,0.08,-0.11,-0.03,-0.0,0.95,342.5,43.63,67.87,6.75,-6.49,2.55,14,4771
0,255453.0,43.0,21.0,9.0,0.0,1915.0,-0.74,-0.12,0.02,-0.04,0.01,0.89,331.75,33.5,71.37,4.94,-7.83,2.46,14,4771
0,255672.0,29.0,2.0,0.0,23.0,2496.0,-0.84,0.2,-0.16,0.02,0.06,0.54,323.37,25.75,72.44,3.37,-8.23,2.49,14,4771
0,255890.0,31.0,9.0,10.0,22.0,2025.0,-0.06,0.03,0.0,-0.03,0.03,-0.19,322.62,24.25,72.25,3.96,-8.48,2.73,14,4771
0,256106.0,31.0,17.0,0.0,5.0,1910.0,0.32,-0.01,0.69,-0.0,0.04,-0.7,327.81,29.94,72.19,5.28,-8.06,3.28,14,4771
0,256326.0,34.0,23.0,3.0,11.0,1767.0,0.2,0.32,0.42,0.08,0.12,-1.05,339.69,40.88,68.87,6.68,-6.51,3.1,14,4771
