class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
0,1009405.0,27.0,10.0,0.0,0.0,2493.0,0.23,-0.07,-0.03,0.04,0.01,-0.02,71.56,33.19,74.44,5.6,-7.98,2.15,13,4688
0,1009625.0,27.0,22.0,0.0,0.0,1867.0,-0.31,-0.13,0.0,0.05,-0.0,-0.12,71.56,33.38,73.69,5.08,-7.99,2.28,13,4688
0,1009841.0,31.0,11.0,1.0,6.0,1772.0,-0.52,-0.05,0.0,-0.01,-0.1,-0.45,75.19,37.88,73.44,5.53,-7.44,2.19,13,4688
0,1010064.0,39.0,33.0,3.0,0.0,1647.0,-0.65,0.07,-0.01,-0.04,-0.09,-0.84,83.56,46.81,72.56,6.5,-6.32,1.99,13,4688
0,1010279.0,31.0,39.0,5.0,0.0,2137.0,-0.25,-0.09,0.05,-0.1,-0.12,-0.63,92.5,55.63,71.25,8.74,-5.22,1.6,13,4688
0,1010495.0,35.0,1323.0,1.0,0.0,1436.0,0.53,-0.24,-0.29,-0.08,-0.11,-0.12,97.12,60.19,71.87,9.32,-4.74,1.17,13,4688
0,1010716.0,25.0,2149.0,7.0,2.0,1401.0,0.01,-0.09,-0.11,-0.02,-0.05,0.08,96.31,59.69,73.81,8.48,-4.84,1.26,13,4688
0,1010933.0,38.0,1077.0,0.0,0.0,1419.0,0.76,0.01,-0.21,0.03,0.09,0.26,95.69,59.06,74.69,9.17,-4.86,1.12,13,4688
0,1011152.0,38.0,43.0,0.0,0.0,1550.0,-0.2,-0.15,0.01,0.06,0.08,0.7,90.69,54.0,74.87,7.68,-5.77,1.52,13,4688
0,1011372.0,27.0,0.0,0.0,7.0,1684.0,-0.39,0.06,-0.2,0.07,0.06,0.83,80.81,44.25,76.06,5.97,-6.89,1.68,13,4688
0,1011588.0,30.0,0.0,0.0,0.0,1811.0,0.54,0.19,0.26,0.07,0.07,0.75,71.44,34.88,76.31,6.25,-7.78,1.98,13,4688
0,1011808.0,38.0,23.0,1.0,0.0,1941.0,-0.51,0.18,0.08,0.01,0.09,0.62,63.06,25.75,76.56,4.75,-8.58,2.43,13,4688
0,1012026.0,29.0,7.0,0.0,2.0,2022.0,-0.74,-0.02,0.1,0.0,0.02,-0.15,60.75,22.81,76.87,3.06,-8.82,2.15,13,4688
0,1012241.0,26.0,0.0,0.0,6.0,2383.0,0.13,0.0,0.18,0.04,-0.13,-0.28,64.0,27.12,76.69,4.63,-8.47,2.17,13,4688
0,1012460.0,29.0,439.0,0.0,3.0,2281.0,-0.18,-0.05,0.0,-0.03,-0.08,-0.75,69.12,32.94,76.44,5.21,-8.0,1.92,13,4688
0,1012677.0,52.0,28.0,5.0,0.0,1639.0,-0.11,-0.09,0.03,-0.03,-0.09,-0.99,79.56,43.69,75.62,6.66,-6.96,1.78,13,4688
0,1012892.0,25.0,111.0,0.0,2.0,1502.0,0.36,0.08,-0.11,0.02,-0.02,-0.86,89.37,53.56,72.81,8.3,-5.4,1.59,13,4688
0,1013116.0,37.0,217.0,1.0,0.0,1365.0,0.7,0.23,-0.1,-0.01,-0.02,-0.93,99.87,63.88,66.69,9.54,-3.64,1.59,13,4688
0,1013335.0,31.0,19.0,0.0,1.0,1275.0,1.07,-0.09,-0.15,0.02,0.09,-0.33,109.81,72.56,55.31,10.43,-2.47,1.51,13,4688
0,1013555.0,38.0,29.0,0.0,4.0,1365.0,-0.22,-0.22,-0.2,0.03,0.11,0.79,106.19,69.25,57.63,8.91,-3.23,1.66,13,4688
0,1013774.0,15.0,1.0,0.0,5.0,1525.0,0.46,0.23,0.05,0.0,-0.02,1.08,93.87,57.94,68.62,8.64,-4.77,1.9,13,4688
0,1013996.0,35.0,0.0,0.0,8.0,1637.0,0.12,0.03,0.0,-0.04,0.0,0.79,81.75,46.0,73.19,7.13,-6.53,1.95,13,4688
0,1014213.0,30.0,31.0,1.0,0.0,1827.0,0.43,0.13,-0.17,-0.06,0.08,0.76,73.31,36.94,75.19,5.09,-7.64,1.9,13,4688
0,1014431.0,29.0,0.0,0.0,4.0,1926.0,0.28,0.14,-0.2,-0.06,0.11,1.03,63.69,26.19,76.87,4.61,-8.42,1.79,13,4688
0,1014647.0,28.0,0.0,0.0,0.0,2022.0,-1.76,0.07,0.19,-0.09,-0.06,0.09,55.06,17.06,78.5,1.1,-9.11,2.04,13,4688
